topic,category,question,option,is_correct,explanation
Debits & Credits,Debits & Credits,Under the AED rule which accounts increase with a DEBIT?,Equity and Revenue,false,AED: Assets and Expenses increase with Debits. Liabilities Equity and Revenue increase with Credits. Debit does not mean bad — it just means left side of the ledger.
Debits & Credits,Debits & Credits,Under the AED rule which accounts increase with a DEBIT?,Liabilities and Equity,false,AED: Assets and Expenses increase with Debits. Liabilities Equity and Revenue increase with Credits. Debit does not mean bad — it just means left side of the ledger.
Debits & Credits,Debits & Credits,Company receives $5000 cash for services delivered. Correct journal entry?,Debit Revenue $5000 and Credit Cash $5000,false,Cash is an asset — increases with a DEBIT. Revenue increases with a CREDIT. Debit Cash $5k and Credit Revenue $5k keeps the equation balanced.
Debits & Credits,Debits & Credits,Company receives $5000 cash for services delivered. Correct journal entry?,Debit Cash $5000 and Credit Revenue $5000,true,Cash is an asset — increases with a DEBIT. Revenue increases with a CREDIT. Debit Cash $5k and Credit Revenue $5k keeps the equation balanced.
Debits & Credits,Debits & Credits,Company receives $5000 cash for services delivered. Correct journal entry?,Debit Cash $5000 and Credit Liability $5000,false,Cash is an asset — increases with a DEBIT. Revenue increases with a CREDIT. Debit Cash $5k and Credit Revenue $5k keeps the equation balanced.
Debits & Credits,Debits & Credits,Company receives $5000 cash for services delivered. Correct journal entry?,Credit Cash $5000 and Credit Revenue $5000,false,Cash is an asset — increases with a DEBIT. Revenue increases with a CREDIT. Debit Cash $5k and Credit Revenue $5k keeps the equation balanced.
Debits & Credits,Debits & Credits,Company pays $2000 cash for rent. Correct journal entry?,Debit Cash $2000 and Credit Rent Expense $2000,false,Rent Expense increases with a DEBIT. Cash decreases with a CREDIT. Debit Rent Expense $2k and Credit Cash $2k. Expense hits the Income Statement and cash leaves the Balance Sheet.
Debits & Credits,Debits & Credits,Company pays $2000 cash for rent. Correct journal entry?,Debit Rent Expense $2000 and Credit Cash $2000,true,Rent Expense increases with a DEBIT. Cash decreases with a CREDIT. Debit Rent Expense $2k and Credit Cash $2k. Expense hits the Income Statement and cash leaves the Balance Sheet.
Debits & Credits,Debits & Credits,Company pays $2000 cash for rent. Correct journal entry?,Debit Rent Expense $2000 and Credit Revenue $2000,false,Rent Expense increases with a DEBIT. Cash decreases with a CREDIT. Debit Rent Expense $2k and Credit Cash $2k. Expense hits the Income Statement and cash leaves the Balance Sheet.
Debits & Credits,Debits & Credits,Company pays $2000 cash for rent. Correct journal entry?,Credit Rent Expense $2000 and Debit Liability $2000,false,Rent Expense increases with a DEBIT. Cash decreases with a CREDIT. Debit Rent Expense $2k and Credit Cash $2k. Expense hits the Income Statement and cash leaves the Balance Sheet.
Debits & Credits,Debits & Credits,Company borrows $10000 from a bank. What is the journal entry?,Debit Cash $10k and Credit Notes Payable $10k,true,Cash asset increases — DEBIT Cash $10k. Notes Payable liability increases — CREDIT Notes Payable $10k. Both sides of the equation grow by $10k — balanced.
Debits & Credits,Debits & Credits,Company borrows $10000 from a bank. What is the journal entry?,Debit Notes Payable $10k and Credit Cash $10k,false,Cash asset increases — DEBIT Cash $10k. Notes Payable liability increases — CREDIT Notes Payable $10k. Both sides of the equation grow by $10k — balanced.
Debits & Credits,Debits & Credits,Company borrows $10000 from a bank. What is the journal entry?,Debit Cash $10k and Credit Retained Earnings $10k,false,Cash asset increases — DEBIT Cash $10k. Notes Payable liability increases — CREDIT Notes Payable $10k. Both sides of the equation grow by $10k — balanced.
Debits & Credits,Debits & Credits,Company borrows $10000 from a bank. What is the journal entry?,Credit Cash $10k and Debit Revenue $10k,false,Cash asset increases — DEBIT Cash $10k. Notes Payable liability increases — CREDIT Notes Payable $10k. Both sides of the equation grow by $10k — balanced.
Debits & Credits,Debits & Credits,Which always holds true in double-entry accounting?,Total assets always equal total liabilities,false,In every journal entry total debits MUST equal total credits. This is the rule that keeps Assets = Liabilities + Equity always balanced. If debits do not equal credits an error was made.
Debits & Credits,Debits & Credits,Which always holds true in double-entry accounting?,Total debits always equal total credits,true,In every journal entry total debits MUST equal total credits. This is the rule that keeps Assets = Liabilities + Equity always balanced. If debits do not equal credits an error was made.
Debits & Credits,Debits & Credits,Which always holds true in double-entry accounting?,Revenue always exceeds expenses,false,In every journal entry total debits MUST equal total credits. This is the rule that keeps Assets = Liabilities + Equity always balanced. If debits do not equal credits an error was made.
Debits & Credits,Debits & Credits,Which always holds true in double-entry accounting?,Cash always equals net income,false,In every journal entry total debits MUST equal total credits. This is the rule that keeps Assets = Liabilities + Equity always balanced. If debits do not equal credits an error was made.
Inventory,FIFO vs LIFO,Under FIFO which units are assumed sold first?,The most recently purchased units,false,FIFO = First In First Out. The oldest units purchased are assumed sold first. Older cheaper costs flow to COGS while newer more expensive costs remain in ending inventory.
Inventory,FIFO vs LIFO,Under FIFO which units are assumed sold first?,The oldest first purchased units,true,FIFO = First In First Out. The oldest units purchased are assumed sold first. Older cheaper costs flow to COGS while newer more expensive costs remain in ending inventory.
Inventory,FIFO vs LIFO,Under FIFO which units are assumed sold first?,A weighted average of all units,false,FIFO = First In First Out. The oldest units purchased are assumed sold first. Older cheaper costs flow to COGS while newer more expensive costs remain in ending inventory.
Inventory,FIFO vs LIFO,Under FIFO which units are assumed sold first?,The most expensive units,false,FIFO = First In First Out. The oldest units purchased are assumed sold first. Older cheaper costs flow to COGS while newer more expensive costs remain in ending inventory.
Inventory,FIFO vs LIFO,10 units at $5 bought first then 10 units at $8. 10 units sold. COGS under FIFO?,$80 — newest cost,false,FIFO sells oldest first: 10 x $5 = $50 COGS. The $8 units stay in ending inventory. In rising prices FIFO gives lower COGS and higher net income than LIFO.
Inventory,FIFO vs LIFO,10 units at $5 bought first then 10 units at $8. 10 units sold. COGS under FIFO?,$50 — oldest cost,true,FIFO sells oldest first: 10 x $5 = $50 COGS. The $8 units stay in ending inventory. In rising prices FIFO gives lower COGS and higher net income than LIFO.
Inventory,FIFO vs LIFO,10 units at $5 bought first then 10 units at $8. 10 units sold. COGS under FIFO?,$65 — average,false,FIFO sells oldest first: 10 x $5 = $50 COGS. The $8 units stay in ending inventory. In rising prices FIFO gives lower COGS and higher net income than LIFO.
Inventory,FIFO vs LIFO,10 units at $5 bought first then 10 units at $8. 10 units sold. COGS under FIFO?,$130 — all units,false,FIFO sells oldest first: 10 x $5 = $50 COGS. The $8 units stay in ending inventory. In rising prices FIFO gives lower COGS and higher net income than LIFO.
Inventory,FIFO vs LIFO,Same inventory. COGS under LIFO?,$50 — oldest cost,false,LIFO = Last In First Out. Newest units sold first: 10 x $8 = $80 COGS. The $5 units stay in ending inventory. In rising prices LIFO gives higher COGS and lower net income — and lower taxes.
Inventory,FIFO vs LIFO,Same inventory. COGS under LIFO?,$80 — newest cost,true,LIFO = Last In First Out. Newest units sold first: 10 x $8 = $80 COGS. The $5 units stay in ending inventory. In rising prices LIFO gives higher COGS and lower net income — and lower taxes.
Inventory,FIFO vs LIFO,Same inventory. COGS under LIFO?,$65 — average,false,LIFO = Last In First Out. Newest units sold first: 10 x $8 = $80 COGS. The $5 units stay in ending inventory. In rising prices LIFO gives higher COGS and lower net income — and lower taxes.
Inventory,FIFO vs LIFO,Same inventory. COGS under LIFO?,$130 — all units,false,LIFO = Last In First Out. Newest units sold first: 10 x $8 = $80 COGS. The $5 units stay in ending inventory. In rising prices LIFO gives higher COGS and lower net income — and lower taxes.
Inventory,FIFO vs LIFO,In a period of rising prices which statement is true?,FIFO produces higher COGS and lower net income than LIFO,false,Rising prices: LIFO sends newer pricier units to COGS giving higher COGS and lower net income. FIFO sends older cheaper units to COGS giving lower COGS and higher net income. Same inventory different reported profits.
Inventory,FIFO vs LIFO,In a period of rising prices which statement is true?,LIFO produces higher COGS and lower net income than FIFO,true,Rising prices: LIFO sends newer pricier units to COGS giving higher COGS and lower net income. FIFO sends older cheaper units to COGS giving lower COGS and higher net income. Same inventory different reported profits.
Inventory,FIFO vs LIFO,In a period of rising prices which statement is true?,Both methods always produce the same net income,false,Rising prices: LIFO sends newer pricier units to COGS giving higher COGS and lower net income. FIFO sends older cheaper units to COGS giving lower COGS and higher net income. Same inventory different reported profits.
Inventory,FIFO vs LIFO,In a period of rising prices which statement is true?,FIFO and LIFO only differ on the Cash Flow Statement,false,Rising prices: LIFO sends newer pricier units to COGS giving higher COGS and lower net income. FIFO sends older cheaper units to COGS giving lower COGS and higher net income. Same inventory different reported profits.
Inventory,FIFO vs LIFO,5 units at $10 then 5 more at $14. 6 units sold. Ending inventory under FIFO?,$40 — 4 units at $10,false,FIFO sells oldest first: 5 x $10 + 1 x $14 = COGS $64. Remaining: 4 units at $14 = ending inventory $56. Newest costs stay on Balance Sheet under FIFO.
Inventory,FIFO vs LIFO,5 units at $10 then 5 more at $14. 6 units sold. Ending inventory under FIFO?,$56 — 4 units at $14,true,FIFO sells oldest first: 5 x $10 + 1 x $14 = COGS $64. Remaining: 4 units at $14 = ending inventory $56. Newest costs stay on Balance Sheet under FIFO.
Inventory,FIFO vs LIFO,5 units at $10 then 5 more at $14. 6 units sold. Ending inventory under FIFO?,$48 — weighted average,false,FIFO sells oldest first: 5 x $10 + 1 x $14 = COGS $64. Remaining: 4 units at $14 = ending inventory $56. Newest costs stay on Balance Sheet under FIFO.
Inventory,FIFO vs LIFO,5 units at $10 then 5 more at $14. 6 units sold. Ending inventory under FIFO?,$70 — all remaining at $14,false,FIFO sells oldest first: 5 x $10 + 1 x $14 = COGS $64. Remaining: 4 units at $14 = ending inventory $56. Newest costs stay on Balance Sheet under FIFO.
Inventory,FIFO vs LIFO,What does the average cost method use to value COGS and ending inventory?,Cost of the first units purchased,false,Average cost blends all purchase costs: total cost divided by total units = weighted average cost per unit. Both COGS and ending inventory use this same per-unit cost. Falls between FIFO and LIFO in rising price environments.
Inventory,FIFO vs LIFO,What does the average cost method use to value COGS and ending inventory?,Cost of the last units purchased,false,Average cost blends all purchase costs: total cost divided by total units = weighted average cost per unit. Both COGS and ending inventory use this same per-unit cost. Falls between FIFO and LIFO in rising price environments.
Inventory,FIFO vs LIFO,What does the average cost method use to value COGS and ending inventory?,A weighted average cost per unit across all purchases,true,Average cost blends all purchase costs: total cost divided by total units = weighted average cost per unit. Both COGS and ending inventory use this same per-unit cost. Falls between FIFO and LIFO in rising price environments.
Inventory,FIFO vs LIFO,What does the average cost method use to value COGS and ending inventory?,The highest cost paid for any unit,false,Average cost blends all purchase costs: total cost divided by total units = weighted average cost per unit. Both COGS and ending inventory use this same per-unit cost. Falls between FIFO and LIFO in rising price environments.
Capitalization,Capitalize vs Expense,Machine costs $50000 plus $2000 delivery plus $3000 installation. What is the capitalized historical cost?,$50000 — purchase price only,false,Historical cost includes ALL costs to acquire AND make ready for use: $50000 + $2000 + $3000 = $55000. This full amount goes on the Balance Sheet and depreciates over the asset's life.
Capitalization,Capitalize vs Expense,Machine costs $50000 plus $2000 delivery plus $3000 installation. What is the capitalized historical cost?,$52000 — purchase plus delivery,false,Historical cost includes ALL costs to acquire AND make ready for use: $50000 + $2000 + $3000 = $55000. This full amount goes on the Balance Sheet and depreciates over the asset's life.
Capitalization,Capitalize vs Expense,Machine costs $50000 plus $2000 delivery plus $3000 installation. What is the capitalized historical cost?,$55000 — all costs to acquire and make ready for use,true,Historical cost includes ALL costs to acquire AND make ready for use: $50000 + $2000 + $3000 = $55000. This full amount goes on the Balance Sheet and depreciates over the asset's life.
Capitalization,Capitalize vs Expense,Machine costs $50000 plus $2000 delivery plus $3000 installation. What is the capitalized historical cost?,$50000 — delivery and install are expensed,false,Historical cost includes ALL costs to acquire AND make ready for use: $50000 + $2000 + $3000 = $55000. This full amount goes on the Balance Sheet and depreciates over the asset's life.
Capitalization,Capitalize vs Expense,Land costs $100000 plus $5000 clearing plus $3000 legal fees. Future property taxes are $4000 per year. What is capitalized as land cost?,$100000 — land price only,false,Capitalized land cost = purchase + clearing + legal fees = $100k + $5k + $3k = $108000. Future property taxes are NOT capitalized — they are a future period expense not a cost of acquiring the asset.
Capitalization,Capitalize vs Expense,Land costs $100000 plus $5000 clearing plus $3000 legal fees. Future property taxes are $4000 per year. What is capitalized as land cost?,$105000 — land plus clearing,false,Capitalized land cost = purchase + clearing + legal fees = $100k + $5k + $3k = $108000. Future property taxes are NOT capitalized — they are a future period expense not a cost of acquiring the asset.
Capitalization,Capitalize vs Expense,Land costs $100000 plus $5000 clearing plus $3000 legal fees. Future property taxes are $4000 per year. What is capitalized as land cost?,$108000 — land plus clearing plus legal fees,true,Capitalized land cost = purchase + clearing + legal fees = $100k + $5k + $3k = $108000. Future property taxes are NOT capitalized — they are a future period expense not a cost of acquiring the asset.
Capitalization,Capitalize vs Expense,Land costs $100000 plus $5000 clearing plus $3000 legal fees. Future property taxes are $4000 per year. What is capitalized as land cost?,$112000 — all costs including property taxes,false,Capitalized land cost = purchase + clearing + legal fees = $100k + $5k + $3k = $108000. Future property taxes are NOT capitalized — they are a future period expense not a cost of acquiring the asset.
Capitalization,Capitalize vs Expense,Key difference between capitalizing vs expensing a cost?,Capitalized costs reduce net income immediately,false,Capitalize = Balance Sheet asset depreciated slowly over useful life. Expense = Income Statement hit immediately. Total effect on net income over the full firm life is identical — only the timing differs.
Capitalization,Capitalize vs Expense,Key difference between capitalizing vs expensing a cost?,Expensed costs go on the Balance Sheet,false,Capitalize = Balance Sheet asset depreciated slowly over useful life. Expense = Income Statement hit immediately. Total effect on net income over the full firm life is identical — only the timing differs.
Capitalization,Capitalize vs Expense,Key difference between capitalizing vs expensing a cost?,Capitalized goes on Balance Sheet and depreciates over time while expensed hits Income Statement immediately,true,Capitalize = Balance Sheet asset depreciated slowly over useful life. Expense = Income Statement hit immediately. Total effect on net income over the full firm life is identical — only the timing differs.
Capitalization,Capitalize vs Expense,Key difference between capitalizing vs expensing a cost?,No difference — same total effect in year one,false,Capitalize = Balance Sheet asset depreciated slowly over useful life. Expense = Income Statement hit immediately. Total effect on net income over the full firm life is identical — only the timing differs.
Capitalization,Capitalize vs Expense,Company spends $500000 on internal R&D. How is this treated under GAAP?,Capitalized as an intangible asset — future benefit justifies it,false,Under GAAP R&D costs are expensed as incurred — they cannot be capitalized. Too uncertain to reliably measure. This is why tech firms often have far more economic value than their Balance Sheets show.
Capitalization,Capitalize vs Expense,Company spends $500000 on internal R&D. How is this treated under GAAP?,Expensed immediately — R&D cannot be capitalized under GAAP,true,Under GAAP R&D costs are expensed as incurred — they cannot be capitalized. Too uncertain to reliably measure. This is why tech firms often have far more economic value than their Balance Sheets show.
Capitalization,Capitalize vs Expense,Company spends $500000 on internal R&D. How is this treated under GAAP?,Capitalized only if the product succeeds,false,Under GAAP R&D costs are expensed as incurred — they cannot be capitalized. Too uncertain to reliably measure. This is why tech firms often have far more economic value than their Balance Sheets show.
Capitalization,Capitalize vs Expense,Company spends $500000 on internal R&D. How is this treated under GAAP?,Split 50/50 between asset and expense,false,Under GAAP R&D costs are expensed as incurred — they cannot be capitalized. Too uncertain to reliably measure. This is why tech firms often have far more economic value than their Balance Sheets show.
Depreciation,Depreciation Methods,Machine costs $50000 salvage $5000 5-year life. Annual straight-line depreciation?,$10000 per year,false,Formula: (Cost minus Salvage) divided by Useful Life = ($50000 minus $5000) divided by 5 = $9000 per year. Salvage subtracted because you only depreciate what you consume not what you recover.
Depreciation,Depreciation Methods,Machine costs $50000 salvage $5000 5-year life. Annual straight-line depreciation?,$9000 per year,true,Formula: (Cost minus Salvage) divided by Useful Life = ($50000 minus $5000) divided by 5 = $9000 per year. Salvage subtracted because you only depreciate what you consume not what you recover.
Depreciation,Depreciation Methods,Machine costs $50000 salvage $5000 5-year life. Annual straight-line depreciation?,$45000 per year,false,Formula: (Cost minus Salvage) divided by Useful Life = ($50000 minus $5000) divided by 5 = $9000 per year. Salvage subtracted because you only depreciate what you consume not what you recover.
Depreciation,Depreciation Methods,Machine costs $50000 salvage $5000 5-year life. Annual straight-line depreciation?,$50000 per year,false,Formula: (Cost minus Salvage) divided by Useful Life = ($50000 minus $5000) divided by 5 = $9000 per year. Salvage subtracted because you only depreciate what you consume not what you recover.
Depreciation,Depreciation Methods,What is salvage value?,The original purchase price of an asset,false,Salvage value is the estimated disposal amount at the END of the asset's useful life. You subtract it from cost before calculating depreciation because you only expense the portion of value you consume — not what you recover.
Depreciation,Depreciation Methods,What is salvage value?,The current market value of the asset,false,Salvage value is the estimated disposal amount at the END of the asset's useful life. You subtract it from cost before calculating depreciation because you only expense the portion of value you consume — not what you recover.
Depreciation,Depreciation Methods,What is salvage value?,The estimated disposal value at the end of the asset's useful life,true,Salvage value is the estimated disposal amount at the END of the asset's useful life. You subtract it from cost before calculating depreciation because you only expense the portion of value you consume — not what you recover.
Depreciation,Depreciation Methods,What is salvage value?,The accumulated depreciation taken so far,false,Salvage value is the estimated disposal amount at the END of the asset's useful life. You subtract it from cost before calculating depreciation because you only expense the portion of value you consume — not what you recover.
Depreciation,Depreciation Methods,Under double-declining balance when is depreciation expense highest?,Final years of the asset,false,Accelerated methods front-load depreciation — highest in early years lower later. Good for assets that lose value fast like cars and tech. Also reduces taxable income faster in early years.
Depreciation,Depreciation Methods,Under double-declining balance when is depreciation expense highest?,Same every year — evenly spread,false,Accelerated methods front-load depreciation — highest in early years lower later. Good for assets that lose value fast like cars and tech. Also reduces taxable income faster in early years.
Depreciation,Depreciation Methods,Under double-declining balance when is depreciation expense highest?,Early years of the asset's life,true,Accelerated methods front-load depreciation — highest in early years lower later. Good for assets that lose value fast like cars and tech. Also reduces taxable income faster in early years.
Depreciation,Depreciation Methods,Under double-declining balance when is depreciation expense highest?,Year of purchase only,false,Accelerated methods front-load depreciation — highest in early years lower later. Good for assets that lose value fast like cars and tech. Also reduces taxable income faster in early years.
Depreciation,Depreciation Methods,Truck costs $80000 salvage $8000 4-year life. Book value after year 2 under straight-line?,$80000,false,Annual depreciation = ($80000 minus $8000) divided by 4 = $18000 per year. After year 2: accumulated depreciation = $36000. Book value = $80000 minus $36000 = $44000.
Depreciation,Depreciation Methods,Truck costs $80000 salvage $8000 4-year life. Book value after year 2 under straight-line?,$44000,true,Annual depreciation = ($80000 minus $8000) divided by 4 = $18000 per year. After year 2: accumulated depreciation = $36000. Book value = $80000 minus $36000 = $44000.
Depreciation,Depreciation Methods,Truck costs $80000 salvage $8000 4-year life. Book value after year 2 under straight-line?,$43000,false,Annual depreciation = ($80000 minus $8000) divided by 4 = $18000 per year. After year 2: accumulated depreciation = $36000. Book value = $80000 minus $36000 = $44000.
Depreciation,Depreciation Methods,Truck costs $80000 salvage $8000 4-year life. Book value after year 2 under straight-line?,$36000,false,Annual depreciation = ($80000 minus $8000) divided by 4 = $18000 per year. After year 2: accumulated depreciation = $36000. Book value = $80000 minus $36000 = $44000.
Depreciation,Depreciation Methods,Units-of-production depreciation ties expense to what?,Equal amounts each year,false,Units-of-production bases depreciation on actual usage: (Cost minus Salvage) divided by total estimated units times units used this period. Expense rises and falls with actual use — not a fixed schedule.
Depreciation,Depreciation Methods,Units-of-production depreciation ties expense to what?,Actual usage of the asset that period,true,Units-of-production bases depreciation on actual usage: (Cost minus Salvage) divided by total estimated units times units used this period. Expense rises and falls with actual use — not a fixed schedule.
Depreciation,Depreciation Methods,Units-of-production depreciation ties expense to what?,A declining balance percentage,false,Units-of-production bases depreciation on actual usage: (Cost minus Salvage) divided by total estimated units times units used this period. Expense rises and falls with actual use — not a fixed schedule.
Depreciation,Depreciation Methods,Units-of-production depreciation ties expense to what?,The market value of the asset,false,Units-of-production bases depreciation on actual usage: (Cost minus Salvage) divided by total estimated units times units used this period. Expense rises and falls with actual use — not a fixed schedule.
Investments,Investments,Company A owns 60% of Company B. Which method applies?,Fair Value Method,false,Greater than 50% = control so Consolidation is required. The parent combines Company B's full financial statements into its own as if they were one entity.
Investments,Investments,Company A owns 60% of Company B. Which method applies?,Equity Method,false,Greater than 50% = control so Consolidation is required. The parent combines Company B's full financial statements into its own as if they were one entity.
Investments,Investments,Company A owns 60% of Company B. Which method applies?,Consolidation — control,true,Greater than 50% = control so Consolidation is required. The parent combines Company B's full financial statements into its own as if they were one entity.
Investments,Investments,Company A owns 60% of Company B. Which method applies?,Held-to-Maturity,false,Greater than 50% = control so Consolidation is required. The parent combines Company B's full financial statements into its own as if they were one entity.
Investments,Investments,Company A owns 30% of Company B. Which method applies?,Consolidation,false,20 to 50% = significant influence but not control — Equity Method. Company A records its proportional share of Company B net income as its own income.
Investments,Investments,Company A owns 30% of Company B. Which method applies?,Equity Method — significant influence 20 to 50%,true,20 to 50% = significant influence but not control — Equity Method. Company A records its proportional share of Company B net income as its own income.
Investments,Investments,Company A owns 30% of Company B. Which method applies?,Fair Value Method,false,20 to 50% = significant influence but not control — Equity Method. Company A records its proportional share of Company B net income as its own income.
Investments,Investments,Company A owns 30% of Company B. Which method applies?,Held-to-Maturity,false,20 to 50% = significant influence but not control — Equity Method. Company A records its proportional share of Company B net income as its own income.
Investments,Investments,Company A owns 5% of Company B with no intent to influence management. Which method?,Consolidation,false,Less than 20% with no significant influence = Fair Value Method. Investment marked to market each period. No share of investee income is recorded.
Investments,Investments,Company A owns 5% of Company B with no intent to influence management. Which method?,Equity Method,false,Less than 20% with no significant influence = Fair Value Method. Investment marked to market each period. No share of investee income is recorded.
Investments,Investments,Company A owns 5% of Company B with no intent to influence management. Which method?,Fair Value Method — no significant influence,true,Less than 20% with no significant influence = Fair Value Method. Investment marked to market each period. No share of investee income is recorded.
Investments,Investments,Company A owns 5% of Company B with no intent to influence management. Which method?,Held-to-Maturity,false,Less than 20% with no significant influence = Fair Value Method. Investment marked to market each period. No share of investee income is recorded.
Investments,Investments,Company buys bonds intending to hold until they mature in 10 years. How are these classified?,Trading securities,false,Intent to hold until maturity = Held-to-Maturity. Recorded at amortized cost — not marked to market. If planning to sell early for a gain they are Trading. Everything else is Available-for-Sale.
Investments,Investments,Company buys bonds intending to hold until they mature in 10 years. How are these classified?,Available-for-Sale,false,Intent to hold until maturity = Held-to-Maturity. Recorded at amortized cost — not marked to market. If planning to sell early for a gain they are Trading. Everything else is Available-for-Sale.
Investments,Investments,Company buys bonds intending to hold until they mature in 10 years. How are these classified?,Held-to-Maturity,true,Intent to hold until maturity = Held-to-Maturity. Recorded at amortized cost — not marked to market. If planning to sell early for a gain they are Trading. Everything else is Available-for-Sale.
Investments,Investments,Company buys bonds intending to hold until they mature in 10 years. How are these classified?,Equity Method investment,false,Intent to hold until maturity = Held-to-Maturity. Recorded at amortized cost — not marked to market. If planning to sell early for a gain they are Trading. Everything else is Available-for-Sale.
Bonds,Bonds & Long-Term Debt,What is the stated rate on a bond?,The going market rate for similar bonds,false,The stated rate also called coupon rate determines the cash interest payments: Stated Rate x Face Value = cash paid each period. Different from the market rate which determines what investors actually pay for the bond.
Bonds,Bonds & Long-Term Debt,What is the stated rate on a bond?,The rate used to calculate actual cash interest payments to bondholders,true,The stated rate also called coupon rate determines the cash interest payments: Stated Rate x Face Value = cash paid each period. Different from the market rate which determines what investors actually pay for the bond.
Bonds,Bonds & Long-Term Debt,What is the stated rate on a bond?,The rate at which the bond is discounted,false,The stated rate also called coupon rate determines the cash interest payments: Stated Rate x Face Value = cash paid each period. Different from the market rate which determines what investors actually pay for the bond.
Bonds,Bonds & Long-Term Debt,What is the stated rate on a bond?,The effective rate after adjusting for market conditions,false,The stated rate also called coupon rate determines the cash interest payments: Stated Rate x Face Value = cash paid each period. Different from the market rate which determines what investors actually pay for the bond.
Bonds,Bonds & Long-Term Debt,Bond face $1M stated rate 10% market rate 10%. What does it sell for?,Less than $1M — discount,false,Stated rate = market rate so the bond sells exactly at par. Investors get exactly what the market requires — no premium or discount needed.
Bonds,Bonds & Long-Term Debt,Bond face $1M stated rate 10% market rate 10%. What does it sell for?,More than $1M — premium,false,Stated rate = market rate so the bond sells exactly at par. Investors get exactly what the market requires — no premium or discount needed.
Bonds,Bonds & Long-Term Debt,Bond face $1M stated rate 10% market rate 10%. What does it sell for?,Exactly $1M — at par,true,Stated rate = market rate so the bond sells exactly at par. Investors get exactly what the market requires — no premium or discount needed.
Bonds,Bonds & Long-Term Debt,Bond face $1M stated rate 10% market rate 10%. What does it sell for?,$900000 — 10% less than face,false,Stated rate = market rate so the bond sells exactly at par. Investors get exactly what the market requires — no premium or discount needed.
Bonds,Bonds & Long-Term Debt,Bond face $1M stated rate 6% market rate 10%. What price does it sell for?,$1000000 — face value,false,Stated rate 6% is less than market rate 10% so the bond sells at a DISCOUNT below face value. Investors demand a lower price to compensate for below-market coupon payments.
Bonds,Bonds & Long-Term Debt,Bond face $1M stated rate 6% market rate 10%. What price does it sell for?,More than $1M — premium,false,Stated rate 6% is less than market rate 10% so the bond sells at a DISCOUNT below face value. Investors demand a lower price to compensate for below-market coupon payments.
Bonds,Bonds & Long-Term Debt,Bond face $1M stated rate 6% market rate 10%. What price does it sell for?,Less than $1M — discount,true,Stated rate 6% is less than market rate 10% so the bond sells at a DISCOUNT below face value. Investors demand a lower price to compensate for below-market coupon payments.
Bonds,Bonds & Long-Term Debt,Bond face $1M stated rate 6% market rate 10%. What price does it sell for?,$600000 — 6% of face value,false,Stated rate 6% is less than market rate 10% so the bond sells at a DISCOUNT below face value. Investors demand a lower price to compensate for below-market coupon payments.
Bonds,Bonds & Long-Term Debt,Under the effective interest method how is interest expense calculated each period?,Stated rate x Face value of the bond,false,Interest Expense = Market Rate x Outstanding Balance. Cash paid = Stated Rate x Face Value. The difference between them adjusts the bond's carrying value each period until it reaches face value at maturity.
Bonds,Bonds & Long-Term Debt,Under the effective interest method how is interest expense calculated each period?,Market rate x Outstanding balance of the bond,true,Interest Expense = Market Rate x Outstanding Balance. Cash paid = Stated Rate x Face Value. The difference between them adjusts the bond's carrying value each period until it reaches face value at maturity.
Bonds,Bonds & Long-Term Debt,Under the effective interest method how is interest expense calculated each period?,Stated rate x Market value of the bond,false,Interest Expense = Market Rate x Outstanding Balance. Cash paid = Stated Rate x Face Value. The difference between them adjusts the bond's carrying value each period until it reaches face value at maturity.
Bonds,Bonds & Long-Term Debt,Under the effective interest method how is interest expense calculated each period?,Fixed equal amount each period,false,Interest Expense = Market Rate x Outstanding Balance. Cash paid = Stated Rate x Face Value. The difference between them adjusts the bond's carrying value each period until it reaches face value at maturity.
Bonds,Bonds & Long-Term Debt,$500000 bond at 10% stated rate paid semiannually. What is the cash interest payment each period?,$50000,false,Cash payment = Stated Rate x Face Value x period fraction = 10% x $500000 x 6/12 = $25000 per semiannual period. Stated rate determines CASH paid. Market rate determines INTEREST EXPENSE recorded.
Bonds,Bonds & Long-Term Debt,$500000 bond at 10% stated rate paid semiannually. What is the cash interest payment each period?,$25000,true,Cash payment = Stated Rate x Face Value x period fraction = 10% x $500000 x 6/12 = $25000 per semiannual period. Stated rate determines CASH paid. Market rate determines INTEREST EXPENSE recorded.
Bonds,Bonds & Long-Term Debt,$500000 bond at 10% stated rate paid semiannually. What is the cash interest payment each period?,$10000,false,Cash payment = Stated Rate x Face Value x period fraction = 10% x $500000 x 6/12 = $25000 per semiannual period. Stated rate determines CASH paid. Market rate determines INTEREST EXPENSE recorded.
Bonds,Bonds & Long-Term Debt,$500000 bond at 10% stated rate paid semiannually. What is the cash interest payment each period?,$500000,false,Cash payment = Stated Rate x Face Value x period fraction = 10% x $500000 x 6/12 = $25000 per semiannual period. Stated rate determines CASH paid. Market rate determines INTEREST EXPENSE recorded.
Revenue Recognition,Revenue Recognition,According to the 5-step model when is revenue recognized?,When cash is received,false,Revenue recognized when each performance obligation is satisfied — when control transfers to the customer. Cash receipt and invoicing are irrelevant to timing.
Revenue Recognition,Revenue Recognition,According to the 5-step model when is revenue recognized?,When the invoice is sent,false,Revenue recognized when each performance obligation is satisfied — when control transfers to the customer. Cash receipt and invoicing are irrelevant to timing.
